Date,Industrial_Production_Index_UK,Exchange_Rate_UK,International_Reserves_UK,CPI_Index_UK,Industrial_Production_Index_Germany,Exchange_Rate_Germany,International_Reserves_Germany,CPI_Index_Germany
1980-01-01,71.9623524716821,0.441724999,23871.854784257,31.3255483632328,68.4790647828221,1.723599999,59544.2096185029,50.7724330580604
1980-02-01,76.3208970157144,0.436582999,23932.6088679134,31.772502311818,68.6874514499983,1.747199999,56843.9552336608,51.4018324103012
1980-03-01,76.9700419478043,0.453359999,26962.872280719,32.2066950249676,73.7047612058559,1.849399999,53350.7757812453,51.6116397289401
1980-04-01,67.4183379470527,0.451646999,28700.5599814211,33.3049380432772,69.6812955549925,1.872799999,56061.3823250921,51.8913715186207
1980-05-01,66.8619280052613,0.434431999,28856.9075529451,33.6114296282597,67.9821427303251,1.7917,56035.3806961762,52.1711146101392
1980-06-01,70.0149176754123,0.427889999,29243.4542914093,33.9306824486776,67.7016222168187,1.767099999,57533.2737316848,52.3109861558984
1980-07-01,62.8743234224233,0.421563999,29210.8538465453,34.211629369336,65.3692945188082,1.747099999,58834.2079319201,52.3809219287781
1980-08-01,58.2375739074953,0.422101999,29224.0270843087,34.2882522655816,61.1294273289542,1.790099999,58822.212654635,52.4508577016577
1980-09-01,66.6764580246643,0.416333999,28507.8759770125,34.5053486221565,69.1122396561652,1.789499999,57012.7520343475,52.4508577016577
1980-10-01,68.7166278112326,0.413934999,28453.3436561442,34.7224449787313,73.4242406923495,1.8407,54912.8279380012,52.5207934745373
1980-11-01,71.1277375589951,0.416972999,28448.4337026089,35.0033918993897,71.1640468406692,1.920099999,55719.787077688,52.8704610370975
1980-12-01,62.8743234224233,0.426994999,27638.4895312903,35.1949435916405,67.485220677828,1.972699999,55580.193178349,53.2900643725374
1981-01-01,63.4307333642147,0.415834999,27895.6314179566,35.4120399482153,64.2391975929681,2.007599999,55613.7266666311,53.7796147826947
1981-02-01,69.8294476948153,0.435707999,27746.5553257398,35.7313038653597,66.3551237519879,2.143599999,53824.8303691128,54.1992181181345
1981-03-01,70.5713276172038,0.448624999,28202.1252870405,36.2676530423525,71.8693555603425,2.108699999,56614.5177539865,54.6188214535744
1981-04-01,63.8016733254089,0.459185999,27431.9921399858,37.3148178287405,67.5573545241583,2.160199999,55790.8544811288,54.8985645450929
1981-05-01,62.5961184515277,0.478524999,25472.0875182474,37.5574477529129,66.2829899056577,2.291499999,56030.6651542216,55.1782963347735
1981-06-01,66.7691930149628,0.506263999,24350.6998679508,37.7745441094877,65.9303355458211,2.375799999,54373.60885621,55.3881036534123
1981-07-01,61.0196236164521,0.533190999,23056.8430581435,37.9405622341409,64.1670637466379,2.439899999,52956.2960635344,55.7377712159725
1981-08-01,57.4029589948083,0.549824999,23134.5568418519,38.2215091547993,59.8550627104537,2.500999999,51573.8523690992,55.8776427617318
1981-09-01,66.6764580246643,0.551201999,22900.6723618468,38.4386055113741,70.1702027356751,2.357299999,53049.3802070461,56.1573858532503
1981-10-01,70.2931226463081,0.542722999,22438.8728672617,38.7834029961161,73.9211627448466,2.252199999,50319.0914067378,56.4371176429309
1981-11-01,71.4986775201893,0.525827999,22895.0663358125,39.1920510449417,71.1640468406692,2.224499999,50850.367026912,56.7168607344494
1981-12-01,62.7815884321247,0.524783999,22571.4769914455,39.4346809691141,67.3489678569821,2.2577,49790.2983002691,56.8567209783707
1982-01-01,64.0798782963046,0.530090999,22238.6542726419,39.6645496578509,63.9506622076473,2.292,47535.805500679,57.3462600866902
